"minute_id","time_id","date_time","tweet_text","tweet_id","Bing_Net_Sentiment","Bing_Normalized_Sentiment","Afinn_Net_Sentiment","Afinn_Normalized_Sentiment","ret_1_Min","ret_2_Min","ret_5_Min","ret_10_Min","ret_20_Min","ret_30_Min","ret_60_Min","ret_120_Min","ret_240_Min","ret_360_Min"
201712200939,"201712200939","12/20/2017 16:39","i would like to congratulate @senatemajldr on having done a fantastic job both strategically &amp; politically on the passing in the senate of the massive tax cut &amp; reform bill. i could have not asked for a better or more talented partner. our team will go onto many more victories!",3985,-4,3,-14,1,0.0000713,-0.0000713,-0.000622422,0.000921992,0.000893693,0.001511673,0.00212948,0.000604138,-0.000247433,0.003159701
201712210524,"201712210524","12/21/2017 12:24","the massive tax cuts which the fake news media is desperate to write badly about so as to please their democrat bosses will soon be kicking in and will speak for themselves. companies are already making big payments to workers. dems want to raise taxes hate these big cuts!",3989,0,7,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712210752,"201712210752","12/21/2017 14:52","house democrats want a shutdown for the holidays in order to distract from the very popular just passed tax cuts. house republicans don’t let this happen. pass the c.r. today and keep our government open!",3992,2,9,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712220547,"201712220547","12/22/2017 12:47","our big and very popular tax cut and reform bill has taken on an unexpected new source of “love” - that is big companies and corporations showering their workers with bonuses. this is a phenomenon that nobody even thought of and now it is the rage. merry christmas!",3994,0,7,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712220804,"201712220804","12/22/2017 15:04","with all my administration has done on legislative approvals (broke harry truman’s record) regulation cutting judicial appointments building military va tax cuts &amp; reform record economy/stock market and so much more i am sure great credit will be given by mainstream news?",3998,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712220807,"201712220807","12/22/2017 15:07","will be signing the biggest ever tax cut and reform bill in 30 minutes in oval office. will also be signing a much needed 4 billion dollar missile defense bill.",3999,2,9,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712221347,"201712221347","12/22/2017 20:47","today it was my great honor to sign the largest tax cuts and reform in the history of our country. full remarks: https://t.co/kmxoxeb68g https://t.co/oeaoa0slfx",4002,-1,6,-4,11,-0.000142529,-0.000384829,-0.000603374,0.000427618,0.000242379,0.001539821,0.002205281,0.000128398,NA,NA
201712221511,"201712221511","12/22/2017 22:11","remember the most hated part of obamacare is the individual mandate which is being terminated under our just signed tax cut bill.",4004,0,7,-5,10,-0.000242334,-0.000380132,-0.000337367,0.000479849,0.000418116,0.001287607,NA,NA,NA,NA
201712231544,"201712231544","12/23/2017 22:44","the stock market is setting record after record and unemployment is at a 17 year low. so many things accomplished by the trump administration perhaps more than any other president in first year. sadly will never be reported correctly by the fake news media!",4008,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712241335,"201712241335","12/24/2017 20:35","the tax cut/reform bill including massive alaska drilling and the repeal of the highly unpopular individual mandate brought it all together as to what an incredible year we had. don’t let the fake news convince you otherwise...and our insider polls are strong!",4012,-1,6,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712260458,"201712260458","12/26/2017 11:58","based on the fact that the very unfair and unpopular individual mandate has been terminated as part of our tax cut bill which essentially repeals (over time) obamacare the democrats &amp; republicans will eventually come together and develop a great new healthcare plan!",4017,3,10,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712261517,"201712261517","12/26/2017 22:17","all signs are that business is looking really good for next year only to be helped further by our tax cut bill. will be a great year for companies and jobs! stock market is poised for another year of success!",4019,0,7,1,16,-0.000137831,-0.000308932,0.000190112,0.000503675,0.000498853,0.001097476,NA,NA,NA,NA
201712280924,"201712280924","12/28/2017 16:24","caught red handed - very disappointed that china is allowing oil to go into north korea. there will never be a friendly solution to the north korea problem if this continues to happen!",4026,1,8,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712310636,"201712310636","12/31/2017 13:36","why would smart voters want to put democrats in congress in 2018 election when their policies will totally kill the great wealth created during the months since the election. people are much better off now not to mention isis va judges strong border 2nd a tax cuts &amp; more?",4042,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801020649,"201801020649","1/2/2018 13:49","companies are giving big bonuses to their workers because of the tax cut bill. really great!",4054,3,10,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801031907,"201801031907","1/4/2018 2:07","“some 40 u.s. companies have responded to president trump’s tax cut and reform victory in congress last year by handing out bonuses up to $2000 increases in 401k matches and spending on charity a much higher number than previously known.” https://t.co/bmwrwwzxmr",4069,0,7,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801031911,"201801031911","1/4/2018 2:11","stock market had another good day but now that the tax cut bill has passed we have tremendous upward potential. dow just short of 25000 a number that few thought would be possible this soon into my administration. also unemployment went down to 4.1%. only getting better!",4070,NA,NA,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801032104,"201801032104","1/5/2018 4:04","the fake news media barely mentions the fact that the stock market just hit another new record and that business in the u.s. is booming...but the people know! can you imagine if “o” was president and had these numbers - would be biggest story on earth! dow now over 25000.",4072,-1,6,-7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801060457,"201801060457","1/6/2018 11:57","brian ross the reporter who made a fraudulent live newscast about me that drove the stock market down 350 points (billions of dollars) was suspended for a month but is now back at abc news in a lower capacity. he is no longer allowed to report on trump. should have been fired!",4087,-1,6,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801070733,"201801070733","1/7/2018 14:33","leaving camp david for the white house. great meetings with the cabinet and military on many very important subjects including border security &amp; the desperately needed wall the ever increasing drug and opioid problem infrastructure military budget trade and daca.",4091,2,9,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801071342,"201801071342","1/7/2018 20:42","the stock market has been creating tremendous benefits for our country in the form of not only record setting stock prices but present and future jobs jobs jobs. seven trillion dollars of value created since our big election win!",4095,2,9,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801110837,"201801110837","1/11/2018 15:37","great news as a result of our tax cuts &amp; jobs act! https://t.co/slvhlxp3jl",4125,NA,NA,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801111949,"201801111949","1/12/2018 2:49","more great news as a result of historical tax cuts and reform: fiat chrysler announces plan to invest more than $1 billion in michigan plant relocating their heavy-truck production from mexico to michigan adding 2500 new jobs and paying $2000 bonus to u.s. employees! https://t.co/47azkd0l9b",4129,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801130613,"201801130613","1/13/2018 13:13","yesterday was a big day for the stock market. jobs are coming back to america. chrysler is coming back to the usa from mexico and many others will follow. tax cut money to employees is pouring into our economy with many more companies announcing. american business is hot again!",4139,-1,6,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801130720,"201801130720","1/13/2018 14:20","yesterday was another big day for jobs and the stock market. chrysler coming back to u.s. (michigan) from mexico and many more companies paying out tax cut money to employees. if dems won in november market would have tanked! it was headed for disaster.",4143,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801140650,"201801140650","1/14/2018 13:50","“president trump is not getting the credit he deserves for the economy. tax cut bonuses to more than 2000000 workers. most explosive stock market rally that we’ve seen in modern times. 18000 to 26000 from election and grounded in profitability and growth. all trump not 0...",4149,2,9,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801171628,"201801171628","1/17/2018 23:28","i promised that my policies would allow companies like apple to bring massive amounts of money back to the united states. great to see apple follow through as a result of tax cuts. huge win for american workers and the usa! https://t.co/owxvuylob1",4165,-3,4,-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801180425,"201801180425","1/18/2018 11:25","....the wall will be paid for directly or indirectly or through longer term reimbursement by mexico which has a ridiculous $71 billion dollar trade surplus with the u.s. the $20 billion dollar wall is “peanuts” compared to what mexico makes from the u.s. nafta is a bad joke!",4172,1,8,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801191928,"201801191928","1/20/2018 2:28","not looking good for our great military or safety &amp; security on the very dangerous southern border. dems want a shutdown in order to help diminish the great success of the tax cuts and what they are doing for our booming economy.",4186,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801201531,"201801201531","1/20/2018 22:31","unprecedented success for our country in so many ways since the election. record stock market strong on military crime borders &amp; isis judicial strength &amp; numbers lowest unemployment for women &amp; all massive tax cuts end of individual mandate - and so much more. big 2018!",4193,3,10,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201801240458,"201801240458","1/24/2018 11:58","tremendous investment by companies from all over the world being made in america. there has never been anything like it. now disney j.p. morgan chase and many others. massive regulation reduction and tax cuts are making us a powerhouse again. long way to go! jobs jobs jobs!",4209,NA,NA,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201802010443,"201802010443","2/1/2018 11:43","heading to beautiful west virginia to be with great members of the republican party. will be planning infrastructure and discussing immigration and daca not easy when we have no support from the democrats. not one dem voted for our tax cut bill! need more republicans in ‘18.",4232,2,9,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201802021105,"201802021105","2/2/2018 18:05","with 3.5 million americans receiving bonuses or other benefits from their employers as a result of tax cuts 2018 is off to great start!✅unemployment rate at 4.1%.✅average earnings up 2.9% in the last year.✅200000 new american jobs.✅#maga🇺🇸 https://t.co/upqsvbhrqj",4238,-1,6,-1,14,-0.000171125,-0.0000808,0.001117064,0.000941056,0.000508427,0.00117841,0.002229607,-0.000019,-0.000361679,NA
201802051342,"201802051342","2/5/2018 20:42","thanks to the historic tax cuts that i signed into law your paychecks are going way up your taxes are going way down and america is once again open for business! https://t.co/gisfbddgxx",4253,NA,NA,-2,13,0.0000903,0.000213942,0.001050695,0.001378504,0.000826988,0.001402078,0.002291648,0.0000333,NA,NA
201802070759,"201802070759","2/7/2018 14:59","in the “old days” when good news was reported the stock market would go up. today when good news is reported the stock market goes down. big mistake and we have so much good (great) news about the economy!",4261,0,7,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201802081144,"201802081144","2/8/2018 18:44","i will be meeting with henry kissinger at 1:45pm. will be discussing north korea china and the middle east.",4268,NA,NA,NA,NA,0.0001236,0.000408831,0.001083877,0.001236112,0.000998227,0.001473573,0.002177531,-0.000156841,-0.000199871,NA
201802111215,"201802111215","2/11/2018 19:15","4.2 million hard working americans have already received a large bonus and/or pay increase because of our recently passed tax cut &amp; jobs bill....and it will only get better! we are far ahead of schedule.",4285,5,12,7,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201802111326,"201802111326","2/11/2018 20:26","rep. lou barletta a great republican from pennsylvania who was one of my very earliest supporters will make a fantastic senator. he is strong &amp; smart loves pennsylvania &amp; loves our country! voted for tax cuts unlike bob casey who listened to tax hikers pelosi and schumer!",4286,0,7,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201802180533,"201802180533","2/18/2018 12:33","i never said russia did not meddle in the election i said “it may be russia or china or another country or group or it may be a 400 pound genius sitting in bed and playing with his computer.” the russian “hoax” was that the trump campaign colluded with russia - it never did!",4319,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201802180655,"201802180655","2/18/2018 13:55","great pollster john mclaughlin now has the gop up in the generic congressional ballot. big gain over last 4 weeks. i guess people are loving the big tax cuts given them by the republicans the cuts the dems want to take away. we need more republicans!",4323,2,9,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201802200554,"201802200554","2/20/2018 12:54","republicans are now leading the generic poll perhaps because of the popular tax cuts which the dems want to take away. actually they want to raise you taxes substantially. also they want to do nothing on daca r’s want to fix!",4334,5,12,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201802201049,"201802201049","2/20/2018 17:49","main street is booming thanks to our incredible tax cut and reform law. ""this shows small-business owners are more than just optimistic they are ready to grow their businesses."" https://t.co/w9aw68uwoj",4340,2,9,1,16,0.000285196,0.001074236,0.000841327,0.001079123,0.001431037,0.001849413,0.00192049,-0.000147373,-0.000361658,NA
201802271558,"201802271558","2/27/2018 22:58",".@senatorwicker of mississippi has been a great supporter and incredible help in getting our massive tax cut bill done and approved. also big help on cutting regs. i am with him in his re-election all the way!",4389,3,10,1,16,0.000788816,NA,NA,NA,NA,NA,NA,NA,NA,NA
201803010512,"201803010512","3/1/2018 12:12","our steel and aluminum industries (and many others) have been decimated by decades of unfair trade and bad policy with countries from around the world. we must not let our country companies and workers be taken advantage of any longer. we want free fair and smart trade!",4399,4,11,9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201803020350,"201803020350","3/2/2018 10:50","when a country (usa) is losing many billions of dollars on trade with virtually every country it does business with trade wars are good and easy to win. example when we are down $100 billion with a certain country and they get cute don’t trade anymore-we win big. it’s easy!",4408,2,9,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201803020657,"201803020657","3/2/2018 13:57","when a country taxes our products coming in at say 50% and we tax the same product coming into our country at zero not fair or smart. we will soon be starting reciprocal taxes so that we will charge the same thing as they charge us. $800 billion trade deficit-have no choice!",4412,1,8,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201803031043,"201803031043","3/3/2018 17:43","the united states has an $800 billion dollar yearly trade deficit because of our “very stupid” trade deals and policies. our jobs and wealth are being given to other countries that have taken advantage of us for years. they laugh at what fools our leaders have been. no more!",4417,-2,5,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201803031053,"201803031053","3/3/2018 17:53","if the e.u. wants to further increase their already massive tariffs and barriers on u.s. companies doing business there we will simply apply a tax on their cars which freely pour into the u.s. they make it impossible for our cars (and more) to sell there. big trade imbalance!",4418,-2,5,-6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201803041710,"201803041710","3/5/2018 0:10","we are on the losing side of almost all trade deals. our friends and enemies have taken advantage of the u.s. for many years. our steel and aluminum industries are dead. sorry it’s time for a change! make america great again!",4420,0,7,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
